sample_id,track_id,first_frame,last_frame,observation_count,contact_sheet,class_label,fine_label,ignore,review_status,annotator,notes
multidomain_traffic_ua_detrac_30s,2,3,750,748,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000002.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,7,4,750,747,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000007.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,24,174,750,577,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000024.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,18,104,680,573,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000018.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,25,190,750,561,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000025.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,27,343,733,337,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000027.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,10,13,344,277,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000010.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,31,394,731,252,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000031.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,15,46,301,213,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000015.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,16,62,282,206,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000016.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,29,366,570,205,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000029.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,38,454,652,192,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000038.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,4,3,288,189,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000004.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,44,570,750,181,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000044.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,42,563,750,172,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000042.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,30,393,617,171,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000030.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,21,127,364,165,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000021.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,6,3,162,158,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000006.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,8,8,382,146,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000008.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,47,620,750,129,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000047.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,23,141,265,125,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000023.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,41,561,699,114,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000041.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,1,3,112,110,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000001.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,35,425,665,110,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000035.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,48,641,750,98,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000048.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,20,125,229,95,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000020.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,49,656,750,95,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000049.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,46,612,740,93,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000046.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,45,593,684,81,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000045.jpg,,,false,draft,,
multidomain_traffic_ua_detrac_30s,11,20,129,78,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_traffic_ua_detrac_30s\contact_sheets\track_000011.jpg,,,false,draft,,
